time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,27,14,19,18
2026-04-14 00:00:00+00:00,13,9,48,25
2026-04-15 00:00:00+00:00,45,11,35,16
2026-04-16 00:00:00+00:00,15,10,20,16
2026-04-17 00:00:00+00:00,23,13,24,18
2026-04-18 00:00:00+00:00,17,8,4,3
2026-04-19 00:00:00+00:00,14,8,27,5
2026-04-20 00:00:00+00:00,65,27,17,12
2026-04-21 00:00:00+00:00,68,27,46,23
2026-04-22 00:00:00+00:00,70,27,16,9
2026-04-23 00:00:00+00:00,63,23,18,11
2026-04-24 00:00:00+00:00,55,23,11,9
2026-04-25 00:00:00+00:00,53,23,8,6
2026-04-26 00:00:00+00:00,26,11,25,13
