time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-24 00:00:00+00:00,5,5,32,15
2024-04-25 00:00:00+00:00,4,4,111,27
2024-04-26 00:00:00+00:00,3,3,69,22
2024-04-27 00:00:00+00:00,8,5,21,7
2024-04-28 00:00:00+00:00,3,3,7,6
2024-04-29 00:00:00+00:00,11,4,60,28
2024-04-30 00:00:00+00:00,17,14,103,12
2024-05-01 00:00:00+00:00,3,3,41,10
2024-05-02 00:00:00+00:00,7,4,117,16
2024-05-03 00:00:00+00:00,2,2,12,11
2024-05-04 00:00:00+00:00,3,3,15,5
2024-05-05 00:00:00+00:00,7,3,25,9
2024-05-06 00:00:00+00:00,8,4,86,27
2024-05-07 00:00:00+00:00,7,4,68,27
