time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-28 00:00:00+00:00,2,2,53,25
2024-02-29 00:00:00+00:00,3,3,73,24
2024-03-01 00:00:00+00:00,6,6,39,14
2024-03-02 00:00:00+00:00,2,2,38,8
2024-03-03 00:00:00+00:00,6,6,36,11
2024-03-04 00:00:00+00:00,5,5,84,19
2024-03-05 00:00:00+00:00,3,3,65,27
2024-03-06 00:00:00+00:00,5,5,74,19
2024-03-07 00:00:00+00:00,3,3,81,21
2024-03-08 00:00:00+00:00,3,3,129,17
2024-03-09 00:00:00+00:00,4,4,78,12
2024-03-10 00:00:00+00:00,2,2,124,12
2024-03-11 00:00:00+00:00,3,3,96,30
2024-03-12 00:00:00+00:00,3,3,91,17
