time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-06 00:00:00+00:00,3,3,15,6
2024-01-07 00:00:00+00:00,3,3,22,8
2024-01-08 00:00:00+00:00,10,5,30,14
2024-01-09 00:00:00+00:00,4,4,103,15
2024-01-10 00:00:00+00:00,6,5,31,18
2024-01-11 00:00:00+00:00,5,5,32,17
2024-01-12 00:00:00+00:00,5,5,69,20
2024-01-13 00:00:00+00:00,4,4,14,10
2024-01-14 00:00:00+00:00,5,5,15,4
2024-01-15 00:00:00+00:00,5,5,24,17
2024-01-16 00:00:00+00:00,6,6,53,18
2024-01-17 00:00:00+00:00,3,3,32,16
2024-01-18 00:00:00+00:00,2,2,153,24
2024-01-19 00:00:00+00:00,2,2,43,12
