time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-25 00:00:00+00:00,47,28,24,11
2026-08-26 00:00:00+00:00,25,12,8,8
2026-08-27 00:00:00+00:00,12,10,36,18
2026-08-28 00:00:00+00:00,11,10,8,7
2026-08-29 00:00:00+00:00,10,4,1,1
2026-08-30 00:00:00+00:00,8,7,3,3
2026-08-31 00:00:00+00:00,1566,180,11,11
2026-09-01 00:00:00+00:00,41,13,15,12
2026-09-02 00:00:00+00:00,12,9,31,17
2026-09-03 00:00:00+00:00,8,6,15,13
2026-09-04 00:00:00+00:00,26,16,21,9
2026-09-05 00:00:00+00:00,23,16,3,3
2026-09-06 00:00:00+00:00,11,10,8,5
2026-09-07 00:00:00+00:00,34,13,23,18
