time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-25 00:00:00+00:00,8,4,37,25
2025-03-26 00:00:00+00:00,7,4,43,27
2025-03-27 00:00:00+00:00,5,3,21,12
2025-03-28 00:00:00+00:00,3,3,35,16
2025-03-29 00:00:00+00:00,2,2,14,9
2025-03-30 00:00:00+00:00,10,6,9,9
2025-03-31 00:00:00+00:00,8,6,64,21
2025-04-01 00:00:00+00:00,8,5,46,19
2025-04-02 00:00:00+00:00,8,6,59,24
2025-04-03 00:00:00+00:00,6,6,30,20
2025-04-04 00:00:00+00:00,8,5,44,25
2025-04-05 00:00:00+00:00,15,6,8,5
2025-04-06 00:00:00+00:00,3,3,15,8
2025-04-07 00:00:00+00:00,3,3,43,15
