time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,26,20,11,10
2026-07-07 00:00:00+00:00,23,12,6,5
2026-07-08 00:00:00+00:00,16,8,12,10
2026-07-09 00:00:00+00:00,79,31,17,15
2026-07-10 00:00:00+00:00,20,17,18,11
2026-07-11 00:00:00+00:00,30,16,3,2
2026-07-12 00:00:00+00:00,21,14,9,8
2026-07-13 00:00:00+00:00,22,15,17,13
2026-07-14 00:00:00+00:00,29,15,17,12
2026-07-15 00:00:00+00:00,20,11,6,6
2026-07-16 00:00:00+00:00,9,4,19,13
2026-07-17 00:00:00+00:00,14,8,32,17
2026-07-18 00:00:00+00:00,25,16,2,1
2026-07-19 00:00:00+00:00,18,13,4,4
