time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-26 00:00:00+00:00,7.0,6.0,23,16
2025-06-27 00:00:00+00:00,5.0,4.0,14,13
2025-06-28 00:00:00+00:00,5.0,5.0,10,7
2025-06-29 00:00:00+00:00,12.0,2.0,6,6
2025-06-30 00:00:00+00:00,7.0,7.0,38,23
2025-07-01 00:00:00+00:00,7.0,7.0,23,19
2025-07-02 00:00:00+00:00,11.0,8.0,70,35
2025-07-03 00:00:00+00:00,8.0,8.0,55,29
2025-07-04 00:00:00+00:00,7.0,6.0,19,15
2025-07-05 00:00:00+00:00,1.0,1.0,6,6
2025-07-06 00:00:00+00:00,7.0,5.0,36,8
2025-07-07 00:00:00+00:00,8.0,8.0,35,19
2025-07-08 00:00:00+00:00,8.0,8.0,52,35
2025-07-09 00:00:00+00:00,,,35,19
