time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-30 00:00:00+00:00,8,7,11,11
2026-07-01 00:00:00+00:00,31,19,10,9
2026-07-02 00:00:00+00:00,11,6,14,11
2026-07-03 00:00:00+00:00,50,30,8,8
2026-07-04 00:00:00+00:00,37,21,8,6
2026-07-05 00:00:00+00:00,24,18,3,2
2026-07-06 00:00:00+00:00,26,20,11,10
2026-07-07 00:00:00+00:00,23,12,6,5
2026-07-08 00:00:00+00:00,16,8,12,10
2026-07-09 00:00:00+00:00,79,31,17,15
2026-07-10 00:00:00+00:00,20,17,18,11
2026-07-11 00:00:00+00:00,30,16,3,2
2026-07-12 00:00:00+00:00,21,14,9,8
2026-07-13 00:00:00+00:00,22,15,17,13
