time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-30 00:00:00+00:00,17,14,103,12
2024-05-01 00:00:00+00:00,3,3,41,10
2024-05-02 00:00:00+00:00,7,4,117,16
2024-05-03 00:00:00+00:00,2,2,12,11
2024-05-04 00:00:00+00:00,3,3,15,5
2024-05-05 00:00:00+00:00,7,3,25,9
2024-05-06 00:00:00+00:00,8,4,86,27
2024-05-07 00:00:00+00:00,8,5,68,27
2024-05-08 00:00:00+00:00,6,6,43,18
2024-05-09 00:00:00+00:00,3,3,196,22
2024-05-10 00:00:00+00:00,3,3,31,21
2024-05-11 00:00:00+00:00,5,5,10,6
2024-05-12 00:00:00+00:00,8,8,13,8
2024-05-13 00:00:00+00:00,7,7,48,23
